ADDRESS,NEAREST_STN
"28A Henley Road, Ardross",Bull Creek Station
"28A Hope Street, Watermans Bay",Warwick Station
"28A James Street, Guildford",Mandurah Station
"28A Klem Avenue, Salter Point",Canning Bridge Station
"28A Littorina Avenue, Heathridge",Edgewater Station
"28A Marian Street, Innaloo",Stirling Station
"28A Mary Street, Watermans Bay",Warwick Station
"28A Nicholl Street, Glen Forrest",Midland Station
"28A Park Road, Midvale",Midland Station
"28A Pembroke Street, Bicton",North Fremantle Station
"28a Point Walter Road, Bicton",North Fremantle Station
"28A Prosser Way, Myaree",Bull Creek Station
"28A Pulo Road, Brentwood",Bull Creek Station
"28A Riseley Street, Ardross",Canning Bridge Station
"28A Transom Way, Ocean Reef",Edgewater Station
"28A Wilberforce Street, North Beach",Warwick Station
"28a Windsor Place, Kallaroo",Whitfords Station
"28B Barrisdale Road, Ardross",Bull Creek Station
"28B Gosford Meander, Ashby",Joondalup Station
"28B Haig Road, Attadale",North Fremantle Station
"28B Henry Street, East Cannington",Canning
"28B Lawley Street, North Beach",Warwick Station
"28B Purser Cove, Murdoch",Murdoch Station
"28B Siddons Way, Booragoon",Bull Creek Station
"28B Swan Road, Attadale",North Fremantle Station
"28B Yeovil Crescent, Bicton",North Fremantle Station
"29 Addison Way, Warwick",Warwick Station
"29 Addlewell Glen, Kiara",Ashfield Station
"29 Adonis Street, Mundijong",Armadale Station
"29 Alderbury Street, Floreat",Shen
"29 Allamanda Drive, South Lake",Cockburn Central Station
"29 Allambie Drive, Craigie",Edgewater Station
"29 Allum Green, Merriwa",Butler Station
"29 Alpine Road, Kalamunda",Midland Station
"29 Amadeus Crescent, Port Kennedy",Warnbro Station
"29 Amethyst Place, Maida Vale",Midland Station
"29 Amherst Road, Swan View",Midland Station
"29 Anitra Court, Coogee",Fremantle Station
"29 Appian Way, Hamersley",Warwick Station
"29 Araluen Crescent, Bertram",Kwinana Station
"29 Ardleigh Crescent, Hamersley",Warwick Station
"29 Ashbourne Avenue, Ridgewood",Butler Station
"29 Ashburton Street, East Victoria Park",Carlisle Station
"29 Athenny Way, Darch",Greenwood Station
"29 Atkinson Road, Medina",Kwinana Station
"29 Avon Crescent, Viveash",Midland Station
"29 Axbridge Grange, Alkimos",Butler Station
"29 Ayres Road, Stoneville",Midland Station
"29 Ballybofey Loop, Bullsbrook",Midland Station
"29 Balmoral Street, East Victoria Park",Oats Street Station
"29 Barcelona Terrace, Hocking",Edgewater Station
"29 Basico Avenue, Sinagra",Joondalup Station
"29 Baza Gardens, Maida Vale",Midland Station
"29 Beckworth Avenue, Kiara",Bassendean Station
"29 Bellport Parade, Mindarie",Clarkson Station
"29 Belmore Bend, Aubin Grove",Cockburn Central Station
"29 Bilkurra Way, Mount Nasura",Armadale Station
"29 Bingarra Crescent, Tapping",Currambine Station
"29 Birkett Avenue, Beeliar",Cockburn Central Station
"29 Blacksmith Street, Queens Park",Canning
"29 Boynton Gardens, Iluka",Currambine Station
"29 Bradbourne Drive, Carine",Warwick Station
"29 Bradshaw Street, Eden Hill",Success Hill Station
"29 Braemore Street, Seville Grove",Sherwood Station
"29 Brinckley Crescent, Koondoola",Warwick Station
"29 Brooklyn Avenue, Pearsall",Edgewater Station
"29 Brougham Crescent, Orelia",Kwinana Station
"29 Brumby Avenue, Henley Brook",East Guildford Station
"29 Burdett Retreat, Murdoch",Murdoch Station
"29 Cabernet Loop, Pearsall",Whitfords Station
"29 Calista Avenue, Calista",Wellard Station
"29 Camden Boulevard, Aubin Grove",Cockburn Central Station
"29 Camelot Street, Carine",Warwick Station
"29 Campus Way, Churchlands",Glendalough Station
"29 Camrose Lane, Darch",Greenwood Station
"29 Cape York Ramble, Bertram",Kwinana Station
"29 Cara Road, Greenmount",Midland Station
"29 Cardwell Avenue, Noranda",Bayswater Station
"29 Carlton Street, West Leederville",Leederville Station
"29 Carlton Turn, Currambine",Currambine Station
"29 Carpenteria Crescent, Kenwick",Madding
"29 Cascade Close, Safety Bay",Rockingham Station
"29 Castella Way, Mullaloo",Edgewater Station
"29 Cayley Street, Glendalough",Glendalough Station
"29 Centennial Avenue, Bertram",Kwinana Station
"29 Central Road, Rossmoyne",Bull Creek Station
"29 Cerulean Road, Karnup",Mandurah Station
"29 Cincotta Loop, Beeliar",Cockburn Central Station
"29 Clearwater Way, Singleton",Mandurah Station
"29 Clint Way, Calista",Wellard Station
"29 Clipson Crescent, Mundaring",Midland Station
"29 Clive Street, Bicton",North Fremantle Station
"29 Colleran Way, Booragoon",Bull Creek Station
"29 Conder Way, Southern River",Thornlie Station
"29 Conigrave Road, Yangebup",Cockburn Central Station
"29 Coniston Way, Ferndale",Welshpool Station
"29 Cornfield Place, Hillarys",Greenwood Station
"29 Corona Crescent, Cannington",Queens Park Station
"29 Coyle Road, Beldon",Edgewater Station
"29 Cressida Way, Camillo",Challis Station
"29 Crossandra Way, Greenwood",Greenwood Station
"29 Cumberland Way, Beldon",Edgewater Station
"29 Cutter Road, Waikiki",Warnbro Station
"29 Dakin Street, Daglish",Shen
"29 Dampier Avenue, City Beach",Grant Street Station
"29 Danohill Street, Huntingdale",Gosnells Station
"29 Darile Street, Hillman",Rockingham Station
"29 Davy Street, Alfred Cove",Bull Creek Station
"29 Dawson Street, Beldon",Edgewater Station
"29 Daylesford Elbow, Jane Brook",Midland Station
"29 Descanso Loop, Aubin Grove",Cockburn Central Station
"29 Dewsbury Drive, Bertram",Kwinana Station
"29 Dixon Avenue, Kewdale",Queens Park Station
"29 Donabate Road, Ridgewood",Butler Station
"29 Donaldson Street, Queens Park",Canning
"29 Dorothy Street, Ashfield",Ashfield Station
"29 Driftwood Way, Bennett Springs",Bassendean Station
"29 Dumbarton Crescent, Menora",Perth Station
"29 Dumsday Drive, Forrestdale",Armadale Station
"29 Dunmore Circuit, Merriwa",Butler Station
"29 Edgewater Road, Salter Point",Canning Bridge Station
"29 Edinboro Street, Mount Hawthorn",Leederville Station
"29 Edulis Avenue, Aubin Grove",Cockburn Central Station
"29 Fairvale Bend, Madeley",Greenwood Station
"29 Fairywren Drive, Bennett Springs",Ashfield Station
"29 Fawkner Road, Two Rocks",Butler Station
"29 Ferndale Crescent, Ferndale",Welshpool Station
"29 FRANKENIA TURN, Success",Cockburn Central Station
"29 Galileo Avenue, Tapping",Currambine Station
"29 Garland Road, Roleystone",Kelmscott Station
"29 Gawler Way, Calista",Wellard Station
"29 Gentilli Way, Salter Point",Canning Bridge Station
"29 Giles Street, North Beach",Warwick Station
"29 Gillings Parade, Wattle Grove",Madding
"29 Glomach Circuit, Kinross",Currambine Station
"29 Goldfinch Loop, Woodvale",Whitfords Station
"29 Grand Parade, Redcliffe",Bassendean Station
"29 Greenough Court, Jane Brook",Midland Station
"29 Greenshank Road, Harrisdale",Cockburn Central Station
"29 Grenache Crescent, Caversham",Guildford Station
"29 Gurney Road, Spearwood",Murdoch Station
"29 Gwynne Corner, Jane Brook",Midland Station
"29 Halleendale Road, Walliston",Madding
"29 Hamelin Loop, Harrisdale",Cockburn Central Station
"29 Hammond Road, Claremont",Claremont Station
"29 Hansen Road, Seville Grove",Sherwood Station
"29 Harcourt Place, Bellevue",Midland Station
"29 Hardy Road, Ashfield",Ashfield Station
"29 Harrison Road, Mount Richon",Armadale Station
"29 Hartung Street, Mundaring",Midland Station
"29 Hartwell Parade, Jandakot",Cockburn Central Station
"29 Hayden Way, Langford",Thornlie Station
"29 Hayes Avenue, Yokine",Glendalough Station
"29 Hobbs Avenue, Dalkeith",Shen
"29 Holmwood Way, Embleton",Bayswater Station
"29 Hopetoun Terrace, Shenton Park",Shen
"29 Horseshoe Circuit, Henley Brook",East Guildford Station
"29 Hubert Street, Darlington",Midland Station
"29 Impressions Way, Singleton",Mandurah Station
"29 Indiana Parade, Singleton",Mandurah Station
"29 Innesvale Way, Carramar",Currambine Station
"29 Inquirer Lane, Stratton",Midland Station
"29 Investigator Parade, Jindalee",Butler Station
"29 Jacqueline Street, Ashfield",Ashfield Station
"29 Jade Street, Mount Richon",Armadale Station
"29 Jane Brook Drive, Jane Brook",Midland Station
"29 Januk Turn, South Guildford",East Guildford Station
"29 Kardan Circuit, Karawara",Canning Bridge Station
"29 Kellam Way, Medina",Wellard Station
"29 Kenmure Avenue, Ashfield",Ashfield Station
"29 Kesiya Turn, Aubin Grove",Cockburn Central Station
"29 Kiandra Parade, Ballajura",Meltham Station
"29 Killarney Heights, Kallaroo",Whitfords Station
"29 King William Street, South Fremantle",Fremantle Station
"29 Koolgoo Way, Koongamia",Midland Station
"29 Koondoola Avenue, Koondoola",Warwick Station
"29 Kooya Way, Wattle Grove",Madding
"29 Lamond Street, Melville",Bull Creek Station
"29 Lantern Way, Clarkson",Clarkson Station
"29 Lee Avenue, Hilton",Fremantle Station
"29 Lennox Place, Hamersley",Warwick Station
"29 Letterkenny Road, Bullsbrook",Midland Station
"29 Lifford Way, Bellevue",Midland Station
"29 Lindsay Drive, Noranda",Bayswater Station
"29 Losino Boulevard, Henley Brook",East Guildford Station
"29 Lynton Street, Doubleview",Stirling Station
"29 Mandalay Place, Craigie",Whitfords Station
"29 Marradong Street, Coolbinia",Glendalough Station
"29 Mcwhae Gardens, Bayswater",Ashfield Station
"29 Meecham Way, Karrinyup",Warwick Station
"29 Millson Road, Maida Vale",Midland Station
"29 Millstream Place, Success",Cockburn Central Station
"29 Minjah Circuit, Carramar",Currambine Station
"29 Mondrian Approach, Ashby",Joondalup Station
"29 Monroe Turn, Success",Cockburn Central Station
"29 Montana Crescent, Dayton",Guildford Station
"29 Moonah Way, Hammond Park",Cockburn Central Station
"29 Morgan Street, Shenton Park",Shen
"29 Murchison Drive, Jane Brook",Midland Station
"29 Mustang Drive, Henley Brook",East Guildford Station
"29 Nambung Crescent, Bibra Lake",Murdoch Station
"29 Nautical Grove, Beldon",Edgewater Station
"29 Nelson Street, Inglewood",Maylands Station
"29 Nesbit Drive, Haynes",Armadale Station
"29 Newbold Place, Jane Brook",Midland Station
"29 NEWPORT GARDENS, Hillarys",Whitfords Station
"29 Noalimba Crescent, Bateman",Bull Creek Station
"29 Noel Street, Helena Valley",Midland Station
"29 Nolan Way, Bateman",Murdoch Station
"29 Norman Street, Innaloo",Stirling Station
"29 Norring Street, Cooloongup",Rockingham Station
"29 Norwood Loop, Tapping",Currambine Station
"29 Oakland Avenue, Cloverdale",Queens Park Station
"29 Oakover Way, Heathridge",Joondalup Station
"29 Oceanrunner Boulevard, Shoalwater",Rockingham Station
"29 Olding Way, Melville",Bull Creek Station
"29 OLLAVE Circuit, Aveley",East Guildford Station
"29 Oronsay Road, Greenwood",Warwick Station
"29 Oxley Road, Darlington",Midland Station
"29 Padilla Way, Iluka",Currambine Station
"29 Pando Crescent, Landsdale",Greenwood Station
"29 Pandora Drive, City Beach",Swanbourne Station
"29 Parkway, Crawley",Daglish Station
"29 Parry Avenue, Bateman",Murdoch Station
"29 Peel Street, Jolimont",Daglish Station
"29 Phar Lap Road, Wattle Grove",Madding
"29 Pirianda Way, Aveley",East Guildford Station
"29 Pitt Street, Kensington",Carlisle Station
"29 Plumwood Avenue, Hammond Park",Cockburn Central Station
"29 Portland Street, Nedlands",Shen
"29 Queen Street, Bentley",Welshpool Station
"29 Queensbury Road, Joondalup",Joondalup Station
"29 Radstock Circuit, Ridgewood",Clarkson Station
"29 Ralphs Street, Seville Grove",Sherwood Station
"29 Ranmere Way, Langford",Thornlie Station
"29 Rawlinna Heights, Ballajura",Bayswater Station
"29 Redgum Way, Morley",Ashfield Station
"29 Redwood Crescent, Melville",North Fremantle Station
"29 Robinson Terrace, Daglish",Daglish Station
"29 Roche Way, Beeliar",Cockburn Central Station
"29 Rockdale Pass, Landsdale",Whitfords Station
"29 Roper Boulevard, Hammond Park",Cockburn Central Station
"29 Rosebery Street, Jolimont",Daglish Station
"29 Roundhouse Parade, Jindalee",Butler Station
"29 Rountree Way, Marmion",Warwick Station
"29 Russell Road, Maida Vale",Midland Station
"29 Sandmartin Drive, Southern River",Thornlie Station
"29 Sasse Avenue, Mount Hawthorn",Glendalough Station
"29 Savannah Way, Iluka",Currambine Station
"29 Scaddan Street, Bassendean",Bassendean Station
"29 Scamills Road, Pearsall",Whitfords Station
"29 Scott Street, Koongamia",Midland Station
"29 Seawind Drive, Rockingham",Rockingham Station
"29 Second Avenue, Kensington",Vic
"29 Serenity Street, Wellard",Kwinana Station
"29 Seville Road, Forrestfield",Midland Station
"29 Sheldrake Way, Willetton",Bull Creek Station
"29 Shelshaw Street, Melville",Bull Creek Station
"29 Shiraz Boulevard, Pearsall",Whitfords Station
"29 Solandri Bend, Banksia Grove",Clarkson Station
"29 Sowden Drive, Samson",Murdoch Station
"29 Springview Circle, Bennett Springs",Success Hill Station
"29 Stockdale Crescent, Wembley Downs",Stirling Station
"29 Strathclyde Circuit, Champion Lakes",Kelmscott Station
"29 Summerton Road, Medina",Wellard Station
"29 Summerville Boulevard, Caversham",Guildford Station
"29 Swan Street, Mosman Park",Mosman Park Station
"29 Swan View Road, Greenmount",Midland Station
"29 Swanson Way, Secret Harbour",Warnbro Station
"29 Swanway Crescent, Swanbourne",Swanbourne Station
"29 Swift Turn, Parkerville",Midland Station
"29 Talara Circuit, Mindarie",Clarkson Station
"29 Tempany Way, Koondoola",Warwick Station
"29 Templemore Gardens, Waterford",Canning Bridge Station
"29 Tia Avenue, High Wycombe",Midland Station
"29 Tidewater Way, Ascot",Bayswater Station
"29 Torquata Boulevard, Helena Valley",Midland Station
"29 Towie Street, Cloverdale",Burswood Station
"29 Tredale Avenue, Mount Richon",Armadale Station
"29 Tuart Road, Lesmurdie",Madding
"29 Tulip Way, East Cannington",Beckenham Station
"29 Turnatt Way, Wanneroo",Joondalup Station
"29 Urch Road, Kalamunda",Midland Station
"29 Van Kleef Circuit, Mount Claremont",Claremont Station
"29 Vanderlin Crescent, Ridgewood",Clarkson Station
"29 Victoria Street, St James",Welshpool Station
"29 Vincent Street, Nedlands",Karrakatta Station
"29 Vinciullo Way, Sinagra",Joondalup Station
"29 Vista Close, Edgewater",Edgewater Station
"29 Voyage Road, Heathridge",Edgewater Station
"29 Waitch Loop, Beeliar",Cockburn Central Station
"29 Waldburg Drive, Tapping",Currambine Station
"29 Walgreen Crescent, Calista",Wellard Station
"29 Wannell Street, Queens Park",Canning
"29 Ward Avenue, Greenmount",Midland Station
"29 Wasley Street, Mount Lawley",Mount Lawley Station
"29 Waterston Gardens, Hillarys",Whitfords Station
"29 Watson Place, Maylands",Maylands Station
"29 Wauhop Circle, Beeliar",Cockburn Central Station
"29 Wavel Avenue, Riverton",Bull Creek Station
"29 Waverley Way, Parkwood",Thornlie Station
"29 Wellard Road, Calista",Wellard Station
"29 Wellesley Way, Samson",Murdoch Station
"29 Welstead Way, Hocking",Edgewater Station
"29 Wexcombe Way, Aveley",Woodbridge Station
"29 Whimbrel Parade, Bennett Springs",Ashfield Station
"29 Whistler Green, Brookdale",Armadale Station
"29 Whitchurch Road, Redcliffe",Bassendean Station
"29 Whitfeld Terrace, Winthrop",Bull Creek Station
"29 Whitlock Road, Queens Park",Beckenham Station
"29 Williambury Drive, Yangebup",Cockburn Central Station
"29 Willmott Drive, Cooloongup",Rockingham Station
"29 Wilson Street, Wooroloo",Midland Station
"29 Windermere Circle, Joondalup",Currambine Station
"29 Wineberry Loop, South Lake",Cockburn Central Station
"29 Winterbell Court, Churchlands",Glendalough Station
"29 Woodbridge Drive, Cooloongup",Rockingham Station
"29 Woodley Way, Parmelia",Wellard Station
"29/27 Piccadilly Circle, Joondalup",Joondalup Station
"290 Cape Street, Yokine",Glendalough Station
"290 Samuel Street, Mount Helena",Midland Station
"290 Walcott Street, Menora",Perth Station
"290 Warton Road, Southern River",Thornlie Station
"2900 Strettle Road, Mahogany Creek",Midland Station
"291 Onslow Road, Shenton Park",Shen
"291 Yangebup Road, Yangebup",Cockburn Central Station
"292 Albert Street, Balcatta",Stirling Station
"292 Epsom Avenue, Cloverdale",Bassendean Station
"292 The Boulevard, City Beach",Swanbourne Station
"2925 Stoneville Road, Stoneville",Midland Station
"292A Carrington Street, Hilton",Fremantle Station
"293 Campbell Road, Canning Vale",Thornlie Station
"293 Lord Street, Beechboro",Success Hill Station
"2930 Strettle Road, Mahogany Creek",Midland Station
"2953 Albany Highway, Kelmscott",Challis Station
"295A Spearwood Avenue, Spearwood",Cockburn Central Station
"295B Harborne Street, Glendalough",Glendalough Station
"295C Harborne Street, Glendalough",Glendalough Station
"296 Crawford Road, Inglewood",Maylands Station
"296 Eddystone Avenue, Heathridge",Edgewater Station
"296 Railway Parade, East Cannington",Canning
"296 Robinson Avenue, Cloverdale",Queens Park Station
"296 South Terrace, South Fremantle",Fremantle Station
"296 Walcott Street, Menora",Perth Station
"297 Hardey Road, Cloverdale",Burswood Station
"297 Tapper Road, Atwell",Cockburn Central Station
"298 Westfield Road, Seville Grove",Challis Station
"298 Wharf Street, Queens Park",Canning
"299 Camberwarra Drive, Craigie",Whitfords Station
"299 Fisher Street, Cloverdale",Canning
"299 Railway Parade, Maylands",Meltham Station
"299A Huntriss Road, Woodlands",Stirling Station
"29A Dargin Place, Greenwood",Warwick Station
"29A Drummond Street, Bedford",Meltham Station
"29A Forder Road, Noranda",Maylands Station
"29A Helena Street, Guildford",East Guildford Station
"29a Irwin Road, Embleton",Bayswater Station
"29A Jugan Street, Mount Hawthorn",Glendalough Station
"29A Latham Street, Alfred Cove",Bull Creek Station
"29A Lawnbrook Road, Walliston",Madding
"29A Messina Drive, Sinagra",Joondalup Station
